ticker,horizon_days,moneyness,hedge_interval_days,entry_date,exit_date,entry_spot,exit_spot,strike,entry_iv,realized_vol,iv_minus_realized,entry_premium,exit_value,gross_pnl_per_share,gross_pnl_pct_spot,gross_pnl_pct_premium,theta_pct_premium,gamma_pct_premium,vega_pct_premium,residual_pct_premium,theta_pnl,gamma_pnl,vega_pnl,residual_pnl,hedge_pnl,financing_pnl,cost_dollars,capital_dollars,short_net_pnl,short_return_on_capital,rebalances,entry_vix,in_sample,attribution_error
INDEX,21,1.0,1,2011-01-07,2011-02-08,1271.5,1324.5699462890625,1274.629616076967,0.17209411370701425,0.11261815727280766,0.059475956434206584,50.34040145043464,49.94033021209543,-11.384726380158293,-0.008953776154273136,-0.22615485876424207,-0.5982101503654955,0.27847942048891794,-0.02586023717831761,0.11943610829065304,-30.114139121123912,14.018765823096523,-1.3018147211599636,6.012461639029059,-12.550037396018997,1.5653822541999123,67.75229104262755,25430.0,1070.7203469732017,0.04210461450936696,20,0.1714,True,1.7763568394002505e-15
INDEX,21,1.0,1,2011-02-08,2011-03-10,1324.5699462890625,1295.1099853515625,1327.8301864770087,0.15853853075468813,0.1482265867407267,0.010311944013961433,48.311528508709536,32.72020112544624,-2.297467949945041,-0.001734501040418187,-0.04755527346916496,-0.9642176275266902,0.7269394819378738,0.24648783994731946,-0.05676496782766833,-46.58282740085596,35.11955750574813,11.908204306665157,-2.742402361502378,13.744424388196952,-0.4505649548786931,69.87953370304785,26491.39892578125,159.86726129145626,0.006034685512054047,20,0.15810000000000002,True,8.43769498715119e-15
INDEX,21,1.0,1,2011-03-10,2011-04-08,1295.1099853515625,1328.1700439453125,1298.2977140433413,0.21898145504052025,0.12432767833470913,0.09465377670581111,65.2410039068717,29.87232990197117,-30.515866779583256,-0.023562374720861725,-0.4677406071669765,-0.528372694435963,0.17289129715149829,-0.12248123463413811,0.0102220247516262,-34.471565021980986,11.279601792925016,-7.990798707284274,0.6668951567569841,3.647388798241794,1.205418427075473,79.9825905272718,25902.19970703125,2971.604087431054,0.11472400495099266,20,0.2188,True,7.105427357601002e-15
INDEX,21,1.0,1,2011-04-08,2011-05-10,1328.1700439453125,1357.1600341796875,1331.4391452606703,0.17916711366318125,0.09987576507107536,0.07929134859210589,54.744756202592974,25.72088891901717,-25.608312893876914,-0.019280899317535984,-0.4677765446449094,-0.6772554326778889,0.2479973114208257,-0.0941131765964215,0.05559475320857514,-37.076183548832645,13.57655235263163,-5.152202908222674,3.0435212105467695,2.6165634384509433,0.7989909512479436,74.13114628839918,26563.40087890625,2486.7001430992923,0.09361377161137367,20,0.1787,True,7.105427357601002e-15
INDEX,21,1.0,1,2011-05-10,2011-06-09,1357.1600341796875,1289.0,1360.500490225292,0.15963501466177943,0.13461946908613373,0.025015545575645698,49.84249162707396,71.50049022529197,-1.6993681161317655,-0.0012521501321389264,-0.03409476654671664,-0.4263029082028562,0.39365342431257944,0.13480497962966598,-0.1362502622861058,-21.24799913269814,19.620667505268734,6.719016068479503,-6.7910525571818585,-20.817482398988314,-2.5398843153614594,64.59433945723676,27143.20068359375,105.3424721559398,0.003880989327084491,20,0.1591,True,3.774758283725532e-15
INDEX,21,1.0,1,2011-06-09,2011-07-11,1289.0,1319.489990234375,1292.1726898334334,0.17801365988323153,0.16208979669709275,0.01592386318613878,52.788268335970805,27.317300400941576,-7.971820646411219,-0.0061845001135851195,-0.15101500575231197,-0.5552585749825636,0.38552643195119496,0.002951929045855181,0.015765208233201482,-29.311138652028333,20.35127274044907,0.15582722258134957,0.8322180425866961,16.69636616944485,0.802781119173158,71.62696728626064,25780.0,725.5550973548612,0.028144107732927123,20,0.1777,True,0.0
INDEX,21,1.0,1,2011-07-11,2011-08-09,1319.489990234375,1172.530029296875,1322.7377268343237,0.1842351206661978,0.3658338779952258,-0.18159875732902803,55.92503879062361,150.20769753744867,5.5458849028917925,0.0042030518942449135,0.09916640243478231,-0.5526245700543798,0.5585531032055785,0.2750070245589471,-0.18176915527536333,-30.905550516942885,31.237103963395167,15.379778516153095,-10.16544705971358,-87.46844016012349,-1.268333683809776,72.45856927867949,26389.7998046875,-627.0470595678588,-0.0237609631072866,20,0.1839,True,5.329070518200751e-15
INDEX,21,1.0,1,2011-08-09,2011-09-08,1172.530029296875,1185.9000244140625,1175.4160448929538,0.34983823482853504,0.3688214383446914,-0.018983203516156344,94.33778522051593,10.483979521108722,-11.153618116889373,-0.009512437070441433,-0.1182306547775913,-0.7784137163741872,0.7274752612345925,0.02810243744383235,-0.09539463708182884,-73.43382598801168,68.6284049475877,2.651121707749241,-8.999318784214633,72.49495806634278,0.20522951617506374,121.58458381829078,23450.6005859375,993.7772278706465,0.04237747447997471,20,0.3506,True,0.0
INDEX,21,1.0,1,2011-09-08,2011-10-07,1185.9000244140625,1155.4599609375,1188.8189483480633,0.34307772154458205,0.2952927215180312,0.04778500002655084,93.57117557608206,33.35898741056326,-19.96134471478267,-0.01683223231624884,-0.21332792488593072,-0.72575992433468,0.43432843675355015,0.15751166208632789,-0.07940809939112883,-67.91020930600436,40.64062241315169,14.738551388360294,-7.430309210290291,41.4208443725224,-1.1700009217862788,110.38214236151899,23718.00048828125,1885.752329116748,0.07950722195357375,20,0.3432,True,0.0
INDEX,21,1.0,1,2011-10-07,2011-11-07,1155.4599609375,1261.1199951171875,1158.3039609925859,0.36222783147935883,0.2852307362720112,0.07699709520734765,96.25379174965053,102.81603412460163,-11.097430032165832,-0.009604339749827214,-0.11529343239827353,-0.34291760131202703,0.2556270739409518,-0.21568621704878788,0.18768331202158958,-33.00711938397754,24.605075140684892,-20.760616219083953,18.065230430210764,-20.208262854662223,2.5485904475452834,112.60674462783045,23109.19921875,997.1362585887528,0.04314888842101076,20,0.36200000000000004,True,3.552713678800501e-15
